match_type,race_id,platform_a,platform_b,question_a,question_b,market_id_a,market_id_b,implied_prob_a,implied_prob_b,settle_date,category,url_a,url_b,volume_a,volume_b,fuzzy_score
political,2026-GOV-AL,polymarket,predictit,Will the Democrats win the Alabama governor race in 2026?,[flipped] Which party will win the 2026 election for governor of Alabama? — Republican,66799540193763442273153807390120946960260027428359861674134091731050086258652,33240,0.0645,0.09,2026-11-03,Elections,https://polymarket.com/event/alabama-governor-winner-2026/will-the-democrats-win-the-alabama-governor-race-in-2026,https://www.predictit.org/markets/detail/8448,,,100.0
political,2026-GOV-AZ,polymarket,predictit,Will the Republicans win the Arizona governor race in 2026?,[flipped] Which party will win the 2026 election for governor of Arizona? — Democratic,18859933834391393264997730047904836599784455493762567366530805521273388590339,32164,0.105,0.095,2026-11-03,Elections,https://polymarket.com/event/arizona-governor-winner-2026/will-the-republican-win-the-arizona-governor-race-in-2026,https://www.predictit.org/markets/detail/8211,,,100.0
political,2026-GOV-CO,polymarket,predictit,Will the Democrats win the Colorado governor race in 2026?,Which party will win the 2026 election for governor of Colorado? — Democratic,13561110222018578357785114619723468880952494576477687978085608584743809891728,33289,0.966,0.955,2026-11-03,Elections,https://polymarket.com/event/colorado-governor-winner-2026/will-the-democrats-win-the-colorado-governor-race-in-2026,https://www.predictit.org/markets/detail/8460,,,100.0
political,2026-GOV-CT,polymarket,predictit,Will the Republicans win the Connecticut governor race in 2026?,[flipped] Which party will win the 2026 election for governor of Connecticut? — Democratic,28222949582692352334110457056784683609708218641745397767642367585928375878193,33076,0.0245,0.045,2026-11-03,Elections,https://polymarket.com/event/connecticut-governor-winner-2026/will-the-republicans-win-the-connecticut-governor-race-in-2026,https://www.predictit.org/markets/detail/8401,,,100.0
political,2026-GOV-FL,polymarket,predictit,Will the Democrats win the Florida governor race in 2026?,[flipped] Which party will win the 2026 election for governor of Florida? — Republican,45666577334498374671436529469006420565255125221309505855441517627481607414492,33112,0.215,0.185,2026-11-03,Elections,https://polymarket.com/event/florida-governor-winner-2026/will-the-democrats-win-the-florida-governor-race-in-2026,https://www.predictit.org/markets/detail/8413,,,100.0
political,2026-GOV-GA,polymarket,predictit,Will the Republicans win the Georgia governor race in 2026?,Which party will win the 2026 election for governor of Georgia? — Republican,17555504943162344098534978138053308162738914357892515623100381936995379845407,33119,0.455,0.52,2026-11-03,Elections,https://polymarket.com/event/georgia-governor-winner-2026/will-the-republicans-win-the-georgia-governor-race-in-2026,https://www.predictit.org/markets/detail/8416,,,100.0
political,2026-GOV-IA,polymarket,predictit,Will the Republicans win the Iowa governor race in 2026?,[flipped] Which party will win the 2026 election for governor of Iowa? — Democratic,35744753605838865227961720864928711626409257515092566128191701940968999011763,33012,0.155,0.19,2026-11-03,Elections,https://polymarket.com/event/iowa-governor-winner-2026/will-the-republicans-win-the-iowa-governor-race-in-2026,https://www.predictit.org/markets/detail/8378,,,100.0
political,2026-GOV-KS,polymarket,predictit,Will the Democrats win the Kansas governor race in 2026?,[flipped] Which party will win the 2026 election for governor of Kansas? — Republican,79484096963248498578517243733071571984223432387663163312687533493173144145268,32169,0.275,0.285,2026-11-03,Elections,https://polymarket.com/event/kansas-governor-winner-2026/will-the-democrats-win-the-kansas-governor-race-in-2026,https://www.predictit.org/markets/detail/8214,,,100.0
political,2026-GOV-MA,polymarket,predictit,Will the Republicans win the Massachusetts governor race in 2026?,[flipped] Which party will win the 2026 election for governor of Massachusetts? — Democratic,60883119277247470994582429550632811829505423471772740208057726618094988141160,33080,0.031,0.035,2026-11-03,Elections,https://polymarket.com/event/massachusetts-governor-winner-2026/will-the-republicans-win-the-massachusetts-governor-race-in-2026,https://www.predictit.org/markets/detail/8403,,,100.0
political,2026-GOV-MD,polymarket,predictit,Will the Democrats win the Maryland governor race in 2026?,Which party will win the 2026 election for governor of Maryland? — Democratic,21509039698927424303190259436702262868147960450053769072201076877922760800234,33100,0.9665,0.945,2026-11-03,Elections,https://polymarket.com/event/maryland-governor-winner-2026/will-the-democrats-win-the-maryland-governor-race-in-2026,https://www.predictit.org/markets/detail/8410,,,100.0
political,2026-GOV-MI,polymarket,predictit,Will the Republicans win the Michigan governor race in 2026?,[flipped] Which party will win the 2026 election for governor of Michigan? — Democratic,3091929947863726371877226324959784580013579280794631063604653957812689085396,32166,0.065,0.095,2026-11-03,Elections,https://polymarket.com/event/michigan-governor-winner-2026/will-the-republicans-win-the-michigan-governor-race-in-2026,https://www.predictit.org/markets/detail/8212,,,100.0
political,2026-GOV-MN,polymarket,predictit,Will the Republicans win the Minnesota governor race in 2026?,[flipped] Which party will win the 2026 election for governor of Minnesota? — Democratic,52147423614804649302719056405435366546705837330765266472799012257146403501281,32554,0.0535,0.085,2026-11-03,Elections,https://polymarket.com/event/minnesota-governor-winner-2026/will-the-republicans-win-the-minnesota-governor-race-in-2026,https://www.predictit.org/markets/detail/8297,,,100.0
political,2026-GOV-NM,polymarket,predictit,Will the Republicans win the New Mexico governor race in 2026?,[flipped] Which party will win the 2026 election for governor of New Mexico? — Democratic,66486026915087812107390926299428531209332603871609345502520740675575639289776,33335,0.045,0.065,2026-11-03,Elections,https://polymarket.com/event/new-mexico-governor-winner-2026/will-the-republicans-win-the-new-mexico-governor-race-in-2026,https://www.predictit.org/markets/detail/8474,,,100.0
political,2026-GOV-NV,polymarket,predictit,Will the Democrats win the Nevada governor race in 2026?,[flipped] Which party will win the 2026 election for governor of Nevada? — Republican,1246864710804983890692377994891598401616546411512113588399830364959833951829,33125,0.49,0.475,2026-11-03,Elections,https://polymarket.com/event/nevada-governor-winner-2026/will-the-democrats-win-the-nevada-governor-race-in-2026,https://www.predictit.org/markets/detail/8419,,,100.0
political,2026-GOV-NY,polymarket,predictit,Will the Republicans win the New York governor race in 2026?,[flipped] Which party will win the 2026 election for governor of New York? — Democratic,108106288970534575307495623455701128869187166289634633189375113923142364674394,32172,0.045,0.055,2026-11-03,Elections,https://polymarket.com/event/new-york-governor-winner-2026/will-the-republicans-win-the-new-york-governor-race-in-2026,https://www.predictit.org/markets/detail/8215,,,100.0
political,2026-GOV-OH,polymarket,predictit,Will the Republicans win the Ohio governor race in 2026?,[flipped] Which party will win the 2026 election for governor of Ohio? — Democratic,3104629708171062356498135654472461762731791851667035051301931240755518332250,33213,0.365,0.375,2026-11-03,Elections,https://polymarket.com/event/ohio-governor-winner-2026/will-the-republicans-win-the-ohio-governor-race-in-2026,https://www.predictit.org/markets/detail/8441,,,100.0
political,2026-GOV-PA,polymarket,predictit,Will the Republicans win the Pennsylvania governor race in 2026?,[flipped] Which party will win the 2026 election for governor of Pennsylvania? — Democratic,5688801435889428424829669547673250506620304454224290559333533905846390372394,33111,0.0265,0.04,2026-11-03,Elections,https://polymarket.com/event/pennsylvania-governor-winner-2026/will-the-republicans-win-the-pennsylvania-governor-race-in-2026,https://www.predictit.org/markets/detail/8412,,,100.0
political,2026-GOV-RI,polymarket,predictit,Will the Democrats win the Rhode Island governor race in 2026?,Which party will win the 2026 election for governor of Rhode Island? — Democratic,12963869833838696349134591178892586509546549676681530057691780490969939726649,33082,0.967,0.945,2026-11-03,Elections,https://polymarket.com/event/rhode-island-governor-winner-2026/will-the-democrats-win-the-rhode-island-governor-race-in-2026,https://www.predictit.org/markets/detail/8404,,,100.0
political,2026-GOV-TX,polymarket,predictit,Will the Democrats win the Texas governor race in 2026?,[flipped] Which party will win the 2026 election for governor of Texas? — Republican,48232987449750988261789196083999659380058157021032932634331257492238853387252,33123,0.215,0.225,2026-11-03,Elections,https://polymarket.com/event/texas-governor-winner-2026/will-the-democrats-win-the-texas-governor-race-in-2026,https://www.predictit.org/markets/detail/8418,,,100.0
political,2026-GOV-VT,polymarket,predictit,Will the Democrats win the Vermont governor race in 2026?,[flipped] Which party will win the 2026 election for governor of Vermont? — Republican,60184991030711150053889856154789765911962237408503307206289529109604385579009,33077,0.154,0.13,2026-11-03,Elections,https://polymarket.com/event/vermont-governor-winner-2026/will-the-democrats-win-the-vermont-governor-race-in-2026,https://www.predictit.org/markets/detail/8402,,,100.0
political,2026-GOV-WI,polymarket,predictit,Will the Democrats win the Wisconsin governor race in 2026?,Which party will win the 2026 election for governor of Wisconsin? — Democratic,47540146623620182724372695903724852067595146419459482790641441152489267651664,32168,0.855,0.815,2026-11-03,Elections,https://polymarket.com/event/wisconsin-governor-winner-2026/will-the-democrats-win-the-wisconsin-governor-race-in-2026,https://www.predictit.org/markets/detail/8213,,,100.0
political,2026-SEN-AL,polymarket,predictit,Will the Democrats win the Alabama Senate race in 2026?,[flipped] Which party will win the 2026 US Senate election in Alabama? — Republican,77232568388576878990477542833081311975859328857370439688711702313039178600550,33038,0.0075,0.02,2026-11-03,Elections,https://polymarket.com/event/alabama-senate-election-winner-154/will-the-democrats-win-the-alabama-senate-race-in-2026,https://www.predictit.org/markets/detail/8384,,,100.0
political,2026-SEN-AR,polymarket,predictit,Will the Republicans win the Arkansas Senate race in 2026?,Which party will win the 2026 US Senate election in Arkansas? — Republican,48125407658537781630126353551882211313520827583468729408685633955919030034320,33050,0.947,0.925,2026-11-03,Elections,https://polymarket.com/event/arkansas-senate-election-winner/will-the-republicans-win-the-arkansas-senate-race-in-2026,https://www.predictit.org/markets/detail/8390,,,100.0
political,2026-SEN-CO,polymarket,predictit,Will the Republicans win the Colorado Senate race in 2026?,[flipped] Which party will win the 2026 US Senate election in Colorado? — Democratic,94387913280398317052582281843978069916338462525042652614881277797162415545237,33070,0.0215,0.03,2026-11-03,Elections,https://polymarket.com/event/colorado-senate-election-winner/will-the-republicans-win-the-colorado-senate-race-in-2026,https://www.predictit.org/markets/detail/8398,,,100.0
political,2026-SEN-DE,polymarket,predictit,Will the Republicans win the Delaware Senate race in 2026?,[flipped] Which party will win the 2026 US Senate election in Delaware? — Democratic,18791277393217683755628516529477058015186638022373024614300661393042993809537,33096,0.0075,0.015,2026-11-03,Elections,https://polymarket.com/event/delaware-senate-election-winner/will-the-republicans-win-the-delaware-senate-race-in-2026,https://www.predictit.org/markets/detail/8407,,,100.0
political,2026-SEN-FL-S,polymarket,predictit,Will the Democrats win the Florida Senate race in 2026?,[flipped] Which party will win the 2026 US Senate election in Florida? — Republican,109815773012907461372639157658293071578555374097742562684476865021743386609433,32195,0.085,0.135,,Elections,https://polymarket.com/event/florida-senate-election-winner/will-the-democrats-win-the-florida-senate-race-in-2026,https://www.predictit.org/markets/detail/8228,,,100.0
political,2026-SEN-GA,polymarket,predictit,Will the Republicans win the Georgia Senate race in 2026?,[flipped] Which party will win the 2026 US Senate election in Georgia? — Democratic,43777191461245536274027792855557351629362906569064322165760098912770293918104,31950,0.053,0.065,2026-11-03,Elections,https://polymarket.com/event/georgia-senate-election-winner/will-the-republicans-win-the-georgia-senate-race-in-2026,https://www.predictit.org/markets/detail/8156,,,100.0
political,2026-SEN-IA,polymarket,predictit,Will the Republicans win the Iowa Senate race in 2026?,Which party will win the 2026 US Senate election in Iowa? — Republican,107844449523890311740907586041395758413047559802389895859202256336422357556837,32442,0.585,0.555,2026-11-03,Elections,https://polymarket.com/event/iowa-senate-election-winner/will-the-republicans-win-the-iowa-senate-race-in-2026,https://www.predictit.org/markets/detail/8274,,,100.0
political,2026-SEN-IL,polymarket,predictit,Will the Republicans win the Illinois Senate race in 2026?,[flipped] Which party will win the 2026 US Senate election in Illinois? — Democratic,28293677056280080359554222049156424637171556977737746792223933800049748849083,33055,0.024,0.015,2026-11-03,Elections,https://polymarket.com/event/illinois-senate-election-winner/will-the-republicans-win-the-illinois-senate-race-in-2026,https://www.predictit.org/markets/detail/8392,,,100.0
political,2026-SEN-KS,polymarket,predictit,Will the Democrats win the Kansas Senate race in 2026?,[flipped] Which party will win the 2026 US Senate election in Kansas? — Republican,75079868093228966915894372964099062660587490227046756021175661325867722540666,33065,0.295,0.33,2026-11-03,Elections,https://polymarket.com/event/kansas-senate-election-winner/will-the-democrats-win-the-kansas-senate-race-in-2026,https://www.predictit.org/markets/detail/8396,,,100.0
political,2026-SEN-KY,polymarket,predictit,Will the Republicans win the Kentucky Senate race in 2026?,Which party will win the 2026 US Senate election in Kentucky? — Republican,48498511771232100148522166869811267217315069499419645745771730197179043728388,33042,0.959,0.945,2026-11-03,Elections,https://polymarket.com/event/kentucky-senate-election-winner/will-the-republicans-win-the-kentucky-senate-race-in-2026,https://www.predictit.org/markets/detail/8386,,,100.0
political,2026-SEN-LA,polymarket,predictit,Will the Republicans win the Louisiana Senate race in 2026?,Which party will win the 2026 US Senate election in Louisiana? — Republican,79597156840177168343562124064866301094619106642263695929345529947536386203124,33048,0.935,0.91,2026-11-04,Elections,https://polymarket.com/event/louisiana-senate-election-winner/will-the-republicans-win-the-louisiana-senate-race-in-2026,https://www.predictit.org/markets/detail/8389,,,100.0
political,2026-SEN-MA,polymarket,predictit,Will the Democrats win the Massachusetts Senate race in 2026?,Which party will win the 2026 US Senate election in Massachusetts? — Democratic,37806907368043161074949113436745462734936336037202698916361016094424427186209,33033,0.979,0.985,2026-11-03,Elections,https://polymarket.com/event/massachusetts-senate-election-winner/will-the-democrats-win-the-massachusetts-senate-race-in-2026,https://www.predictit.org/markets/detail/8381,,,100.0
political,2026-SEN-ME,polymarket,predictit,Will the Republicans win the Maine Senate race in 2026?,[flipped] Which party will win the 2026 US Senate election in Maine? — Democratic,2142948285506077695096498341598672159464223074468931276310105532825810210121,31956,0.335,0.385,2026-11-03,Elections,https://polymarket.com/event/maine-senate-election-winner/will-the-republicans-win-the-maine-senate-race-in-2026,https://www.predictit.org/markets/detail/8159,,,100.0
political,2026-SEN-MI,polymarket,predictit,Will the Democrats win the Michigan Senate race in 2026?,Which party will win the 2026 US Senate election in Michigan? — Democratic,71772627544132140586824126381855151743830987860593343955509593715269534710061,31954,0.705,0.72,2026-11-03,Elections,https://polymarket.com/event/michigan-senate-election-winner/will-the-democrats-win-the-michigan-senate-race-in-2026,https://www.predictit.org/markets/detail/8158,,,100.0
political,2026-SEN-MN,polymarket,predictit,Will the Republicans win the Minnesota Senate race in 2026?,[flipped] Which party will win the 2026 US Senate election in Minnesota? — Democratic,70179930004460104520571721963263381325865077807861641105900318902168490512539,31962,0.085,0.115,2026-11-03,Elections,https://polymarket.com/event/minnesota-senate-election-winner/will-the-republicans-win-the-minnesota-senate-race-in-2026,https://www.predictit.org/markets/detail/8162,,,100.0
political,2026-SEN-MS,polymarket,predictit,Will the Democrats win the Mississippi Senate race in 2026?,[flipped] Which party will win the 2026 US Senate election in Mississippi? — Republican,77001639760095266374534198365421436593389036687975321536722226607654949914567,33046,0.085,0.105,2026-11-03,Elections,https://polymarket.com/event/mississippi-senate-election-winner/will-the-democrats-win-the-mississippi-senate-race-in-2026,https://www.predictit.org/markets/detail/8388,,,100.0
political,2026-SEN-NC,polymarket,predictit,Will the Republicans win the North Carolina Senate race in 2026?,[flipped] Which party will win the 2026 US Senate election in North Carolina? — Democratic,62831517509825405761763142539845746280269675872170259538293560849475982647892,31958,0.065,0.06,2026-11-03,Elections,https://polymarket.com/event/north-carolina-senate-election-winner/will-the-republicans-win-the-north-carolina-senate-race-in-2026,https://www.predictit.org/markets/detail/8160,,,100.0
political,2026-SEN-NH,polymarket,predictit,Will the Republicans win the New Hampshire Senate race in 2026?,[flipped] Which party will win the 2026 US Senate election in New Hampshire? — Democratic,62227089537100115269143206481757249285124282589590263790284791475153705872216,31960,0.14,0.145,2026-11-03,Elections,https://polymarket.com/event/new-hampshire-senate-election-winner/will-the-republicans-win-the-new-hampshire-senate-race-in-2026,https://www.predictit.org/markets/detail/8161,,,100.0
political,2026-SEN-NJ,polymarket,predictit,Will the Republicans win the New Jersey Senate race in 2026?,[flipped] Which party will win the 2026 US Senate election in New Jersey? — Democratic,80469582416211324277551196813384851504222711072116234686695188046152640511225,33037,0.0315,0.015,2026-11-03,Elections,https://polymarket.com/event/new-jersey-senate-election-winner/will-the-republicans-win-the-new-jersey-senate-race-in-2026,https://www.predictit.org/markets/detail/8383,,,100.0
political,2026-SEN-NM,polymarket,predictit,Will the Republicans win the New Mexico Senate race in 2026?,[flipped] Which party will win the 2026 US Senate election in New Mexico? — Democratic,47410821361368319377218522333433306313753572972827491807608363074924233552004,33068,0.031,0.04,2026-11-03,Elections,https://polymarket.com/event/new-mexico-senate-election-winner/will-the-republicans-win-the-new-mexico-senate-race-in-2026,https://www.predictit.org/markets/detail/8397,,,100.0
political,2026-SEN-OH-S,polymarket,predictit,Will the Democrats win the Ohio Senate race in 2026?,Which party will win the 2026 US Senate special election in Ohio? — Democratic,83018072688154066292491996133599479395547801317505487833443670253228061205312,32035,0.575,0.61,2026-11-03,Elections,https://polymarket.com/event/ohio-senate-election-winner/will-the-democrats-win-the-ohio-senate-race-in-2026,https://www.predictit.org/markets/detail/8175,,,100.0
political,2026-SEN-OK,polymarket,predictit,Will the Democratic Party candidate win the 2026 Oklahoma Senate election?,[flipped] Which party will win the 2026 US Senate election in Oklahoma? — Republican,6307834485558435215808626904255859755441792356631836236470061805834871616531,33052,0.0085,0.015,2026-11-04,Elections,https://polymarket.com/event/oklahoma-senate-margin-of-victory-2026/will-the-democratic-party-candidate-win-the-2026-oklahoma-senate-election,https://www.predictit.org/markets/detail/8391,,,100.0
political,2026-SEN-OR,polymarket,predictit,Will the Republicans win the Oregon Senate race in 2026?,[flipped] Which party will win the 2026 US Senate election in Oregon? — Democratic,79489800771199803792838465972773376352837733018768490302999836500381020065853,33064,0.021,0.035,2026-11-03,Elections,https://polymarket.com/event/oregon-senate-election-winner/will-the-republicans-win-the-oregon-senate-race-in-2026,https://www.predictit.org/markets/detail/8395,,,100.0
political,2026-SEN-RI,polymarket,predictit,Will the Republicans win the Rhode Island Senate race in 2026?,[flipped] Which party will win the 2026 US Senate election in Rhode Island? — Democratic,18128207363125529330540526475108389147728645885887417700651189282375630645842,33035,0.008,0.025,2026-11-03,Elections,https://polymarket.com/event/rhode-island-senate-election-winner/will-the-republicans-win-the-rhode-island-senate-race-in-2026,https://www.predictit.org/markets/detail/8382,,,100.0
political,2026-SEN-SC,polymarket,predictit,Will the Republicans win the South Carolina Senate race in 2026?,Which party will win the 2026 US Senate election in South Carolina? — Republican,84368524152268016512433556151474175385160499638069024812438264090070245734708,33005,0.865,0.845,2026-11-03,Elections,https://polymarket.com/event/south-carolina-senate-election-winner/will-the-republicans-win-the-south-carolina-senate-race-in-2026,https://www.predictit.org/markets/detail/8375,,,100.0
political,2026-SEN-TN,polymarket,predictit,Will the Republicans win the Tennessee Senate race in 2026?,Which party will win the 2026 US Senate election in Tennessee? — Republican,23982348354062524972887126807952244605287433791462351968680411830837664790435,33040,0.966,0.975,2026-11-03,Elections,https://polymarket.com/event/tennessee-senate-election-winner/will-the-republicans-win-the-tennessee-senate-race-in-2026,https://www.predictit.org/markets/detail/8385,,,100.0
political,2026-SEN-TX,polymarket,predictit,Will the Republicans win the Texas Senate race in 2026?,[flipped] Which party will win the 2026 US Senate election in Texas? — Democrats (Talarico),21265207456609426291246075480390336499088453711419597084147957999650569091884,32031,0.395,0.415,2026-11-03,Elections,https://polymarket.com/event/texas-senate-election-winner/will-the-republicans-win-the-texas-senate-race-in-2026,https://www.predictit.org/markets/detail/8173,,,100.0
political,2026-SEN-VA,polymarket,predictit,Will the Republicans win the Virginia Senate race in 2026?,[flipped] Which party will win the 2026 US Senate election in Virginia? — Democratic,30879673422883665658998557649780314115615509792114924412311244164523672753717,32033,0.016,0.025,2026-11-03,Elections,https://polymarket.com/event/virginia-senate-election-winner/will-the-republicans-win-the-virginia-senate-race-in-2026,https://www.predictit.org/markets/detail/8174,,,100.0
political,2026-SEN-WY,polymarket,predictit,Will the Democrats win the Wyoming Senate race in 2026?,[flipped] Which party will win the 2026 US Senate election in Wyoming? — Republican,49797779751182114244550178900838522175054943127409025738411962628574218037267,33071,0.025,0.015,2026-11-03,Elections,https://polymarket.com/event/wyoming-senate-election-winner/will-the-democrats-win-the-wyoming-senate-race-in-2026,https://www.predictit.org/markets/detail/8399,,,100.0
threshold,,kalshi,polymarket,"How low will BTC get in September? — Below $72,500.00","Will Bitcoin dip to $72,500 in September?",KXBTCMINMON-BTC-26SEP30-7250000,106688365674540998489281854184913506307078735480554715822565422415637066682013,0.02,0.0065,2026-10-01,Crypto,https://kalshi.com/markets/kxbtcminmon/kxbtcminmon-btc-26sep30,https://polymarket.com/event/what-price-will-bitcoin-hit-in-september-2026/will-bitcoin-dip-to-72pt5k-in-september-2026,141147.23,607355.4980780003,100.0
threshold,,kalshi,polymarket,"How low will BTC get in September? — Below $70,000.00","Will Bitcoin dip to $70,000 in September?",KXBTCMINMON-BTC-26SEP30-7000000,114875749498679261537403226281565687128549975073353925622245776771686358996689,0.02,0.005,2026-10-01,Crypto,https://kalshi.com/markets/kxbtcminmon/kxbtcminmon-btc-26sep30,https://polymarket.com/event/what-price-will-bitcoin-hit-in-september-2026/will-bitcoin-dip-to-70k-in-september-2026,162259.13,736949.990194,100.0
threshold,,kalshi,polymarket,"How low will BTC get in September? — Below $75,000.00","Will Bitcoin dip to $75,000 in September?",KXBTCMINMON-BTC-26SEP30-7500000,68815791084577657392820790582545928242983285421055045946697146319099853337020,0.05,0.015,2026-10-01,Crypto,https://kalshi.com/markets/kxbtcminmon/kxbtcminmon-btc-26sep30,https://polymarket.com/event/what-price-will-bitcoin-hit-in-september-2026/will-bitcoin-dip-to-75k-in-september-2026-from-september-16,157743.4,262815.57073200005,100.0
threshold,,kalshi,polymarket,How low will BNB get in 2026? — Below $500.00,"Will BNB dip to $500 by December 31, 2026?",KXBNBMINY-BNB-26DEC31-50000,46569948406997487969128617020264754202600271845039170013337237269952135228072,0.3,0.125,2027-01-01,Crypto,https://kalshi.com/markets/kxbnbminy/kxbnbminy-bnb-26dec31,https://polymarket.com/event/what-price-will-bnb-hit-before-2027/will-bnb-dip-to-500-by-december-31-2026,401.0,32133.860312000004,100.0
threshold,,kalshi,polymarket,"How high will Bitcoin get in 2026? — Above $199,999.99","Will Bitcoin reach $200,000 by December 31, 2026?",KXBTCMAXY-26DEC31-199999.99,61368943128255287414565270336856615453000675377332178800733742873558311943412,0.03,0.014,2027-01-01,Crypto,https://kalshi.com/markets/kxbtcmaxy/kxbtcmaxy-26dec31,https://polymarket.com/event/what-price-will-bitcoin-hit-before-2027/will-bitcoin-reach-200000-by-december-31-2026-752-232-389,868051.62,2074333.50671,100.0
threshold,,kalshi,polymarket,"How high will Bitcoin get in 2026? — Above $149,999.99","Will Bitcoin reach $150,000 by December 31, 2026?",KXBTCMAXY-26DEC31-149999.99,9408196828451163378822245032645030045707991112669125056198742225498158094445,0.04,0.036,2027-01-01,Crypto,https://kalshi.com/markets/kxbtcmaxy/kxbtcmaxy-26dec31,https://polymarket.com/event/what-price-will-bitcoin-hit-before-2027/will-bitcoin-reach-150000-by-december-31-2026-557-246-971,457905.81,1202262.0772720005,100.0
threshold,,kalshi,polymarket,"How high will Bitcoin get in 2026? — Above $139,999.99","Will Bitcoin reach $140,000 by December 31, 2026?",KXBTCMAXY-26DEC31-139999.99,71296910957902084356560391757722633648005498400799774895345285101862220728868,0.06,0.0455,2027-01-01,Crypto,https://kalshi.com/markets/kxbtcmaxy/kxbtcmaxy-26dec31,https://polymarket.com/event/what-price-will-bitcoin-hit-before-2027/will-bitcoin-reach-140000-by-december-31-2026-131-829-299,327693.05,1192310.41116,100.0
threshold,,kalshi,polymarket,"How high will Bitcoin get in 2026? — Above $129,999.99","Will Bitcoin reach $130,000 by December 31, 2026?",KXBTCMAXY-26DEC31-129999.99,106722178102302988256241610384561546855057790384749278490135208236665942286983,0.07,0.0725,2027-01-01,Crypto,https://kalshi.com/markets/kxbtcmaxy/kxbtcmaxy-26dec31,https://polymarket.com/event/what-price-will-bitcoin-hit-before-2027/will-bitcoin-reach-130000-by-december-31-2026-756-151-855,462348.86,1640189.7042240007,100.0
threshold,,kalshi,polymarket,"How high will Bitcoin get in 2026? — Above $119,999.99","Will Bitcoin reach $120,000 by December 31, 2026?",KXBTCMAXY-26DEC31-119999.99,65965214225073605704712365855887384729237451947822407248598722221769498441791,0.13,0.105,2027-01-01,Crypto,https://kalshi.com/markets/kxbtcmaxy/kxbtcmaxy-26dec31,https://polymarket.com/event/what-price-will-bitcoin-hit-before-2027/will-bitcoin-reach-120000-by-december-31-2026-625-425-562,606456.81,1994481.922042,100.0
threshold,,kalshi,polymarket,"How high will Bitcoin get in 2026? — Above $109,999.99","Will Bitcoin reach $110,000 by December 31, 2026?",KXBTCMAXY-26DEC31-109999.99,74843373582432484858627201602003648342208168490128239235522790524493414154441,0.2,0.155,2027-01-01,Crypto,https://kalshi.com/markets/kxbtcmaxy/kxbtcmaxy-26dec31,https://polymarket.com/event/what-price-will-bitcoin-hit-before-2027/will-bitcoin-reach-110000-by-december-31-2026-658-339-969,641717.21,1867523.605362,100.0
threshold,,kalshi,polymarket,"How high will Bitcoin get in 2026? — Above $99,999.99","Will Bitcoin reach $100,000 by December 31, 2026?",KXBTCMAXY-26DEC31-99999.99,56078938060096976448086754249497300447360333783952000147427828224794011030104,0.39,0.345,2027-01-01,Crypto,https://kalshi.com/markets/kxbtcmaxy/kxbtcmaxy-26dec31,https://polymarket.com/event/what-price-will-bitcoin-hit-before-2027/will-bitcoin-reach-100000-by-december-31-2026-571-361-361,1515538.38,3490843.516165,100.0
threshold,,kalshi,polymarket,How low will SOL get in September? — Below $90.00,Will Solana dip to $90 in September?,KXSOLMINMON-SOL-26SEP30-9000,36567129427214979303607817305751876590666874786166304721512481542926950800886,0.015,0.0095,2026-10-01,Crypto,https://kalshi.com/markets/kxsolminmon/kxsolminmon-sol-26sep30,https://polymarket.com/event/what-price-will-solana-hit-in-september-2026/will-solana-dip-to-90-in-september-2026,10217.36,62458.30999499998,100.0
threshold,,kalshi,polymarket,How high will Solana get in 2026? — Above $300.00,"Will Solana reach $300 by December 31, 2026?",KXSOLMAXY-27JAN01-300,107456113693751845446699553459141275240400233632912701627570495868122391353404,0.17,0.0245,2027-01-01,Crypto,https://kalshi.com/markets/kxsolmaxy/kxsolmaxy-27jan01,https://polymarket.com/event/what-price-will-solana-hit-before-2027/will-solana-reach-300-by-december-31-2026,30585.15,49850.161399,100.0
threshold,,kalshi,polymarket,How high will Solana get in 2026? — Above $200.00,"Will Solana reach $200 by December 31, 2026?",KXSOLMAXY-27JAN01-200,29657900483802754379544004377487179481041228193522261244980235518282996286953,0.19,0.115,2027-01-01,Crypto,https://kalshi.com/markets/kxsolmaxy/kxsolmaxy-27jan01,https://polymarket.com/event/what-price-will-solana-hit-before-2027/will-solana-reach-200-by-december-31-2026,35478.38,65253.155088,100.0
threshold,,kalshi,polymarket,How high will Solana get in 2026? — Above $180.00,"Will Solana reach $180 by December 31, 2026?",KXSOLMAXY-27JAN01-180,40391149144539591348178556823223213304223571613505107010092930579781588846486,0.21,0.1865,2027-01-01,Crypto,https://kalshi.com/markets/kxsolmaxy/kxsolmaxy-27jan01,https://polymarket.com/event/what-price-will-solana-hit-before-2027/will-solana-reach-180-by-december-31-2026,39437.82,131104.88624500003,100.0
threshold,,kalshi,polymarket,How high will Solana get in 2026? — Above $160.00,"Will Solana reach $160 by December 31, 2026?",KXSOLMAXY-27JAN01-160,109330882058614292316023690415034941592701651157216579359290853708015909209656,0.39,0.315,2027-01-01,Crypto,https://kalshi.com/markets/kxsolmaxy/kxsolmaxy-27jan01,https://polymarket.com/event/what-price-will-solana-hit-before-2027/will-solana-reach-160-by-december-31-2026,56088.57,134927.29550300003,100.0
