match_type,race_id,category,label,state,office,platform_a,platform_b,question_a,question_b,market_id_a,market_id_b,implied_prob_a,implied_prob_b,settle_date,url_a,url_b,volume_a,volume_b,fuzzy_score,raw_gap_pp,net_gap_pp,profitable_onesided,suspicious,action,arb_type,guaranteed_return_pct,stake_a_pct,stake_b_pct,stake_a_dollars,stake_b_dollars,profit_dollars,stake_note,candidate,party
general,2026-GOV-MA,Elections,MA GOV,Massachusetts,GOV,kalshi,polymarket,Kalshi: 2026-GOV-MA Dem win,Polymarket: 2026-GOV-MA Dem win,GOVPARTYMA-26-D,86599393407315290835574565918707146460542680358932655202787183319230565551172,0.909,0.9475,2026-11-03,https://kalshi.com/markets/govpartyma/govpartyma-26,https://polymarket.com/event/massachusetts-governor-winner-2026,24507.86,18298.92,100,3.85,-0.15,False,False,"Buy on Kalshi (90.9%), fade on Polymarket (94.8%)",one-sided,,,,,,,,,
general,2026-GOV-MD,Elections,MD GOV,Maryland,GOV,kalshi,polymarket,Kalshi: 2026-GOV-MD Dem win,Polymarket: 2026-GOV-MD Dem win,GOVPARTYMD-26-D,21509039698927424303190259436702262868147960450053769072201076877922760800234,0.908,0.941,2026-11-03,https://kalshi.com/markets/govpartymd/govpartymd-26,https://polymarket.com/event/maryland-governor-winner-2026,2811.68,6893.12,100,3.3,-0.7,False,False,"Buy on Kalshi (90.8%), fade on Polymarket (94.1%)",one-sided,,,,,,,,,
general,2026-GOV-ME,Elections,ME GOV,Maine,GOV,kalshi,polymarket,Kalshi: 2026-GOV-ME Dem win,Polymarket: 2026-GOV-ME Dem win,GOVPARTYME-26-D,92845243966002494782242842696395378111295494684532387488276103452077216171518,0.85,0.885,2026-11-03,https://kalshi.com/markets/govpartyme/govpartyme-26,https://polymarket.com/event/maine-governor-winner-2026,5397.5,5493.92,100,3.5,-0.5,False,False,"Buy on Kalshi (85.0%), fade on Polymarket (88.5%)",one-sided,,,,,,,,,
general,2026-GOV-MI,Elections,MI GOV,Michigan,GOV,kalshi,polymarket,Kalshi: 2026-GOV-MI Dem win,Polymarket: 2026-GOV-MI Dem win,GOVPARTYMI-26-D,63517706574758177502492185078056756527324898714284142778693046697324148388357,0.8,0.815,2026-11-03,https://kalshi.com/markets/govpartymi/govpartymi-26,https://polymarket.com/event/michigan-governor-winner-2026,60466.48,42093.27,100,1.5,-2.5,False,False,"Buy on Kalshi (80.0%), fade on Polymarket (81.5%)",one-sided,,,,,,,,,
general,2026-GOV-MN,Elections,MN GOV,Minnesota,GOV,kalshi,polymarket,Kalshi: 2026-GOV-MN Dem win,Polymarket: 2026-GOV-MN Dem win,GOVPARTYMN-26-D,9126148503694470083148381233969293708563386203943196700151133094426622508276,0.903,0.935,2026-11-03,https://kalshi.com/markets/govpartymn/govpartymn-26,https://polymarket.com/event/minnesota-governor-winner-2026,103781.27,27260.83,100,3.2,-0.8,False,False,"Buy on Kalshi (90.3%), fade on Polymarket (93.5%)",guaranteed,1.2,90.8,9.2,90.78,9.22,1.2,Buy Dem on A (90.8% of bankroll) + Buy Rep on B (9.2%),,
general,2026-GOV-NE,Elections,NE GOV,Nebraska,GOV,kalshi,polymarket,Kalshi: 2026-GOV-NE Dem win,Polymarket: 2026-GOV-NE Dem win,GOVPARTYNE-26-D,3466069051818884243073756614952529401222377791973010490050674378116587529746,0.15,0.165,2026-11-03,https://kalshi.com/markets/govpartyne/govpartyne-26,https://polymarket.com/event/nebraska-governor-winner-2026,9717.56,3483.63,100,1.5,-2.5,False,False,"Buy on Kalshi (15.0%), fade on Polymarket (16.5%)",guaranteed,0.5,18.7,81.3,18.66,81.34,0.5,Buy Dem on A (18.7% of bankroll) + Buy Rep on B (81.3%),,
general,2026-GOV-NM,Elections,NM GOV,New Mexico,GOV,kalshi,polymarket,Kalshi: 2026-GOV-NM Dem win,Polymarket: 2026-GOV-NM Dem win,GOVPARTYNM-26-D,17781069937970314001472355582427331102577624490515546410398313363226785264562,0.86,0.88,2026-11-03,https://kalshi.com/markets/govpartynm/govpartynm-26,https://polymarket.com/event/new-mexico-governor-winner-2026,12223.1,16092.06,100,2.0,-2.0,False,False,"Buy on Kalshi (86.0%), fade on Polymarket (88.0%)",one-sided,,,,,,,,,
general,2026-GOV-NV,Elections,NV GOV,Nevada,GOV,kalshi,polymarket,Kalshi: 2026-GOV-NV Dem win,Polymarket: 2026-GOV-NV Dem win,GOVPARTYNV-26-D,1246864710804983890692377994891598401616546411512113588399830364959833951829,0.62,0.545,2026-11-03,https://kalshi.com/markets/govpartynv/govpartynv-26,https://polymarket.com/event/nevada-governor-winner-2026,75894.85,7365.22,100,7.5,3.5,True,False,"Buy on Polymarket (54.5%), fade on Kalshi (62.0%)",guaranteed,1.5,43.1,56.9,43.13,56.87,1.5,Buy Rep on A (43.1% of bankroll) + Buy Dem on B (56.9%),,
general,2026-GOV-NY,Elections,NY GOV,New York,GOV,kalshi,polymarket,Kalshi: 2026-GOV-NY Dem win,Polymarket: 2026-GOV-NY Dem win,GOVPARTYNY-26-D,64050273355694113671090110638685043795558853994186493795797238541534244584786,0.904,0.88,2026-11-03,https://kalshi.com/markets/govpartyny/govpartyny-26,https://polymarket.com/event/new-york-governor-winner-2026,132363.85,37886.28,100,2.4,-1.6,False,False,"Buy on Polymarket (88.0%), fade on Kalshi (90.4%)",one-sided,,,,,,,,,
general,2026-GOV-OH,Elections,OH GOV,Ohio,GOV,kalshi,polymarket,Kalshi: 2026-GOV-OH Dem win,Polymarket: 2026-GOV-OH Dem win,GOVPARTYOH-26-D,63255709540320761353971859526848930870803944190764324681913735372035438815215,0.46,0.49,2026-11-03,https://kalshi.com/markets/govpartyoh/govpartyoh-26,https://polymarket.com/event/ohio-governor-winner-2026,200774.92,51415.85,100,3.0,-1.0,False,False,"Buy on Kalshi (46.0%), fade on Polymarket (49.0%)",one-sided,,,,,,,,,
general,2026-GOV-OK,Elections,OK GOV,Oklahoma,GOV,kalshi,polymarket,Kalshi: 2026-GOV-OK Dem win,Polymarket: 2026-GOV-OK Dem win,GOVPARTYOK-26-D,37700214927702560862325287464231700075479667077774217635210792305464305010407,0.049,0.075,2026-11-03,https://kalshi.com/markets/govpartyok/govpartyok-26,https://polymarket.com/event/oklahoma-governor-winner-2026,42679.94,11053.67,100,2.6,-1.4,False,False,"Buy on Kalshi (4.9%), fade on Polymarket (7.5%)",one-sided,,,,,,,,,
general,2026-GOV-OR,Elections,OR GOV,Oregon,GOV,kalshi,polymarket,Kalshi: 2026-GOV-OR Dem win,Polymarket: 2026-GOV-OR Dem win,GOVPARTYOR-26-D,9755787435930070640870536823763281543938387827225853124824813626465365556107,0.85,0.885,2026-11-03,https://kalshi.com/markets/govpartyor/govpartyor-26,https://polymarket.com/event/oregon-governor-winner-2026,21615.9,10992.35,100,3.5,-0.5,False,False,"Buy on Kalshi (85.0%), fade on Polymarket (88.5%)",one-sided,,,,,,,,,
general,2026-GOV-PA,Elections,PA GOV,Pennsylvania,GOV,kalshi,polymarket,Kalshi: 2026-GOV-PA Dem win,Polymarket: 2026-GOV-PA Dem win,KXGOVPARTYAK-26-D,86158564038726526008163887440654010269502827272776903587995739265573029112945,0.39,0.935,2026-11-03,https://kalshi.com/markets/kxgovpartyak/kxgovpartyak-26,https://polymarket.com/event/pennsylvania-governor-winner-2026,37101.65,6702.36,100,54.5,50.5,True,True,"Buy on Kalshi (39.0%), fade on Polymarket (93.5%)",one-sided,,,,,,,,,
general,2026-GOV-RI,Elections,RI GOV,Rhode Island,GOV,kalshi,polymarket,Kalshi: 2026-GOV-RI Dem win,Polymarket: 2026-GOV-RI Dem win,GOVPARTYRI-26-D,12963869833838696349134591178892586509546549676681530057691780490969939726649,0.89,0.915,2026-11-03,https://kalshi.com/markets/govpartyri/govpartyri-26,https://polymarket.com/event/rhode-island-governor-winner-2026,7291.51,47514.04,100,2.5,-1.5,False,False,"Buy on Kalshi (89.0%), fade on Polymarket (91.5%)",one-sided,,,,,,,,,
general,2026-GOV-SC,Elections,SC GOV,South Carolina,GOV,kalshi,polymarket,Kalshi: 2026-GOV-SC Dem win,Polymarket: 2026-GOV-SC Dem win,GOVPARTYSC-26-D,69673263487139231624315897585768201230841320475352635832819992690850228911127,0.13,0.089,2026-11-03,https://kalshi.com/markets/govpartysc/govpartysc-26,https://polymarket.com/event/south-carolina-governor-winner-2026,11183.64,4649.15,100,4.1,0.1,True,False,"Buy on Polymarket (8.9%), fade on Kalshi (13.0%)",one-sided,,,,,,,,,
general,2026-GOV-SD,Elections,SD GOV,South Dakota,GOV,kalshi,polymarket,Kalshi: 2026-GOV-SD Dem win,Polymarket: 2026-GOV-SD Dem win,GOVPARTYSD-26-D,19857809653204352084235953967001149759321806996646353766198011041287290557051,0.038,0.095,2026-11-03,https://kalshi.com/markets/govpartysd/govpartysd-26,https://polymarket.com/event/south-dakota-governor-winner-2026,3501.1,9364.69,100,5.7,1.7,True,False,"Buy on Kalshi (3.8%), fade on Polymarket (9.5%)",guaranteed,2.15,9.4,90.6,9.37,90.63,2.15,Buy Dem on A (9.4% of bankroll) + Buy Rep on B (90.6%),,
general,2026-GOV-TN,Elections,TN GOV,Tennessee,GOV,kalshi,polymarket,Kalshi: 2026-GOV-TN Dem win,Polymarket: 2026-GOV-TN Dem win,GOVPARTYTN-26-D,42092635016892213098098431597314233695276464574605657188222427223673881775927,0.078,0.0835,2026-11-03,https://kalshi.com/markets/govpartytn/govpartytn-26,https://polymarket.com/event/tennessee-governor-winner-2026,1351.24,1178.56,100,0.55,-3.45,False,False,"Buy on Kalshi (7.8%), fade on Polymarket (8.3%)",one-sided,,,,,,,,,
general,2026-GOV-TX,Elections,TX GOV,Texas,GOV,kalshi,polymarket,Kalshi: 2026-GOV-TX Dem win,Polymarket: 2026-GOV-TX Dem win,GOVPARTYTX-26-D,48232987449750988261789196083999659380058157021032932634331257492238853387252,0.12,0.115,2026-11-03,https://kalshi.com/markets/govpartytx/govpartytx-26,https://polymarket.com/event/texas-governor-winner-2026,91057.51,7175.33,100,0.5,-3.5,False,False,"Buy on Polymarket (11.5%), fade on Kalshi (12.0%)",one-sided,,,,,,,,,
general,2026-GOV-VT,Elections,VT GOV,Vermont,GOV,kalshi,polymarket,Kalshi: 2026-GOV-VT Dem win,Polymarket: 2026-GOV-VT Dem win,GOVPARTYVT-26-D,60184991030711150053889856154789765911962237408503307206289529109604385579009,0.093,0.152,2026-11-03,https://kalshi.com/markets/govpartyvt/govpartyvt-26,https://polymarket.com/event/vermont-governor-winner-2026,8548.64,10157.21,100,5.9,1.9,True,False,"Buy on Kalshi (9.3%), fade on Polymarket (15.2%)",guaranteed,2.2,14.6,85.4,14.6,85.4,2.2,Buy Dem on A (14.6% of bankroll) + Buy Rep on B (85.4%),,
general,2026-GOV-WI,Elections,WI GOV,Wisconsin,GOV,kalshi,polymarket,Kalshi: 2026-GOV-WI Dem win,Polymarket: 2026-GOV-WI Dem win,GOVPARTYWI-26-D,47540146623620182724372695903724852067595146419459482790641441152489267651664,0.76,0.795,2026-11-03,https://kalshi.com/markets/govpartywi/govpartywi-26,https://polymarket.com/event/wisconsin-governor-winner-2026,25072.82,12748.61,100,3.5,-0.5,False,False,"Buy on Kalshi (76.0%), fade on Polymarket (79.5%)",one-sided,,,,,,,,,
general,2026-GOV-WY,Elections,WY GOV,Wyoming,GOV,kalshi,polymarket,Kalshi: 2026-GOV-WY Dem win,Polymarket: 2026-GOV-WY Dem win,GOVPARTYWY-26-D,27698880682601961151205903485139737259763277359865731443999905606295817799595,0.058,0.037,2026-11-03,https://kalshi.com/markets/govpartywy/govpartywy-26,https://polymarket.com/event/wyoming-governor-winner-2026,3.0,1649.67,100,2.1,-1.9,False,False,"Buy on Polymarket (3.7%), fade on Kalshi (5.8%)",one-sided,,,,,,,,,
general,2026-H-CA-03,Elections,CA-03,California,H,kalshi,polymarket,Kalshi: 2026-H-CA-03 Dem win,Polymarket: 2026-H-CA-03 Dem win,HOUSECA3-26-D,51024410437074957145165850312353994290369179567521609211645327338586315234285,0.908,0.89,2026-11-03,https://kalshi.com/markets/houseca3/houseca3-26,https://polymarket.com/event/ca-03-house-election-winner,14689.82,14202.04,100,1.8,-2.2,False,False,"Buy on Polymarket (89.0%), fade on Kalshi (90.8%)",one-sided,,,,,,,,,
general,2026-H-CA-09,Elections,CA-09,California,H,kalshi,polymarket,Kalshi: 2026-H-CA-09 Dem win,Polymarket: 2026-H-CA-09 Dem win,HOUSECA9-26-D,85818458220835205685598773894359215795624110062253373707616024326577925493201,0.9675,0.935,2026-11-03,https://kalshi.com/markets/houseca9/houseca9-26,https://polymarket.com/event/ca-09-house-election-winner,3288.84,11248.55,100,3.25,-0.75,False,False,"Buy on Polymarket (93.5%), fade on Kalshi (96.8%)",one-sided,,,,,,,,,
general,2026-H-CA-13,Elections,CA-13,California,H,kalshi,polymarket,Kalshi: 2026-H-CA-13 Dem win,Polymarket: 2026-H-CA-13 Dem win,HOUSECA13-26-D,62184131032386611428464897252491116870859707412945073702683019894928068509899,0.86,0.865,2026-11-03,https://kalshi.com/markets/houseca13/houseca13-26,https://polymarket.com/event/ca-13-house-election-winner,13825.66,871.31,100,0.5,-3.5,False,False,"Buy on Kalshi (86.0%), fade on Polymarket (86.5%)",one-sided,,,,,,,,,
general,2026-H-CA-21,Elections,CA-21,California,H,kalshi,polymarket,Kalshi: 2026-H-CA-21 Dem win,Polymarket: 2026-H-CA-21 Dem win,HOUSECA21-26-D,9839394132167490569494811921928425917610245224143989073663541732846436833998,0.83,0.885,2026-11-03,https://kalshi.com/markets/houseca21/houseca21-26,https://polymarket.com/event/ca-21-house-election-winner,2209.51,3693.49,100,5.5,1.5,True,False,"Buy on Kalshi (83.0%), fade on Polymarket (88.5%)",one-sided,,,,,,,,,
general,2026-H-CA-22,Elections,CA-22,California,H,kalshi,polymarket,Kalshi: 2026-H-CA-22 Dem win,Polymarket: 2026-H-CA-22 Dem win,HOUSECA22-26-D,14880392203916951367210594044346675783187280368615720213876603794661640957466,0.84,0.73,2026-11-03,https://kalshi.com/markets/houseca22/houseca22-26,https://polymarket.com/event/which-party-will-win-the-house-race-for-the-ca-22-seat,11607.17,417.39,100,11.0,7.0,True,False,"Buy on Polymarket (73.0%), fade on Kalshi (84.0%)",one-sided,,,,,,,,,
general,2026-H-CA-27,Elections,CA-27,California,H,kalshi,polymarket,Kalshi: 2026-H-CA-27 Dem win,Polymarket: 2026-H-CA-27 Dem win,HOUSECA27-26-D,3386886768575392625178430469513095175799394167104373172920267896603859431569,0.932,0.885,2026-11-03,https://kalshi.com/markets/houseca27/houseca27-26,https://polymarket.com/event/which-party-will-win-the-house-race-for-the-ca-27-seat,4267.48,1138.84,100,4.7,0.7,True,False,"Buy on Polymarket (88.5%), fade on Kalshi (93.2%)",guaranteed,1.4,10.9,89.1,10.91,89.09,1.4,Buy Rep on A (10.9% of bankroll) + Buy Dem on B (89.1%),,
general,2026-H-CA-41,Elections,CA-41,California,H,kalshi,polymarket,Kalshi: 2026-H-CA-41 Dem win,Polymarket: 2026-H-CA-41 Dem win,HOUSECA41-26-D,48593915301513824754675795036918399098342443342199462614665200546792921742958,0.938,0.925,2026-11-03,https://kalshi.com/markets/houseca41/houseca41-26,https://polymarket.com/event/ca-41-house-election-winner,6036.0,4879.23,100,1.3,-2.7,False,False,"Buy on Polymarket (92.5%), fade on Kalshi (93.8%)",one-sided,,,,,,,,,
general,2026-H-CA-45,Elections,CA-45,California,H,kalshi,polymarket,Kalshi: 2026-H-CA-45 Dem win,Polymarket: 2026-H-CA-45 Dem win,HOUSECA45-26-D,46673777763694916398875529692342633408590099825859504980336071003257635967376,0.89,0.88,2026-11-03,https://kalshi.com/markets/houseca45/houseca45-26,https://polymarket.com/event/ca-45-house-election-winner,3258.29,1725.87,100,1.0,-3.0,False,False,"Buy on Polymarket (88.0%), fade on Kalshi (89.0%)",one-sided,,,,,,,,,
general,2026-H-CA-47,Elections,CA-47,California,H,kalshi,polymarket,Kalshi: 2026-H-CA-47 Dem win,Polymarket: 2026-H-CA-47 Dem win,HOUSECA47-26-D,23550083646669959729728201378229661225715650257894963073625400004845620304219,0.974,0.935,2026-11-03,https://kalshi.com/markets/houseca47/houseca47-26,https://polymarket.com/event/ca-47-house-election-winner,2782.0,1740.89,100,3.9,-0.1,False,False,"Buy on Polymarket (93.5%), fade on Kalshi (97.4%)",one-sided,,,,,,,,,
general,2026-H-CA-49,Elections,CA-49,California,H,kalshi,polymarket,Kalshi: 2026-H-CA-49 Dem win,Polymarket: 2026-H-CA-49 Dem win,HOUSECA49-26-D,104036299545597550224954508385716352383975603171183358856957817363966564935570,0.94,0.925,2026-11-03,https://kalshi.com/markets/houseca49/houseca49-26,https://polymarket.com/event/ca-49-house-election-winner,12756.0,3630.07,100,1.5,-2.5,False,False,"Buy on Polymarket (92.5%), fade on Kalshi (94.0%)",one-sided,,,,,,,,,
general,2026-H-CO-08,Elections,CO-08,Colorado,H,kalshi,polymarket,Kalshi: 2026-H-CO-08 Dem win,Polymarket: 2026-H-CO-08 Dem win,HOUSECO8-26-D,111540362553565728751187438925859908575427409891112173540802616759607897153785,0.72,0.72,2026-11-03,https://kalshi.com/markets/houseco8/houseco8-26,https://polymarket.com/event/co-08-house-election-winner,3802.31,897.49,100,0.0,-4.0,False,False,"Buy on Kalshi (72.0%), fade on Polymarket (72.0%)",one-sided,,,,,,,,,
general,2026-H-IA-01,Elections,IA-01,Iowa,H,kalshi,polymarket,Kalshi: 2026-H-IA-01 Dem win,Polymarket: 2026-H-IA-01 Dem win,HOUSEIA1-26-D,70626084342654528512319514273738308837103071303735022481383733918592331109261,0.66,0.765,2026-11-03,https://kalshi.com/markets/houseia1/houseia1-26,https://polymarket.com/event/ia-01-house-election-winner,3621.44,1255.74,100,10.5,6.5,True,False,"Buy on Kalshi (66.0%), fade on Polymarket (76.5%)",guaranteed,6.5,69.2,30.8,69.23,30.77,6.5,Buy Dem on A (69.2% of bankroll) + Buy Rep on B (30.8%),,
general,2026-H-NH-01,Elections,NH-01,New Hampshire,H,kalshi,polymarket,Kalshi: 2026-H-NH-01 Dem win,Polymarket: 2026-H-NH-01 Dem win,HOUSENH1-26-D,15841973896294397863780283211777886833063131427675236235397936182214462263761,0.88,0.8665,2026-11-03,https://kalshi.com/markets/housenh1/housenh1-26,https://polymarket.com/event/nh-01-house-election-winner,2639.0,3938.68,100,1.35,-2.65,False,False,"Buy on Polymarket (86.7%), fade on Kalshi (88.0%)",one-sided,,,,,,,,,
general,2026-H-NJ-07,Elections,NJ-07,New Jersey,H,kalshi,polymarket,Kalshi: 2026-H-NJ-07 Dem win,Polymarket: 2026-H-NJ-07 Dem win,HOUSENJ7-26-D,11150104041135923402729603235169264788695551846877266424704836556138704136153,0.74,0.77,2026-11-03,https://kalshi.com/markets/housenj7/housenj7-26,https://polymarket.com/event/nj-07-house-election-winner,13813.75,493.06,100,3.0,-1.0,False,False,"Buy on Kalshi (74.0%), fade on Polymarket (77.0%)",one-sided,,,,,,,,,
general,2026-H-NJ-09,Elections,NJ-09,New Jersey,H,kalshi,polymarket,Kalshi: 2026-H-NJ-09 Dem win,Polymarket: 2026-H-NJ-09 Dem win,HOUSENJ9-26-D,64646801358204661091649152026679678477997607545079265541240545041704334470547,0.902,0.86,2026-11-03,https://kalshi.com/markets/housenj9/housenj9-26,https://polymarket.com/event/nj-09-house-election-winner,6006.25,513.06,100,4.2,0.2,True,False,"Buy on Polymarket (86.0%), fade on Kalshi (90.2%)",one-sided,,,,,,,,,
general,2026-H-NM-02,Elections,NM-02,New Mexico,H,kalshi,polymarket,Kalshi: 2026-H-NM-02 Dem win,Polymarket: 2026-H-NM-02 Dem win,HOUSENM2-26-D,35251426509377808120747711632625143087614909557664163894190344736809827040538,0.76,0.735,2026-11-03,https://kalshi.com/markets/housenm2/housenm2-26,https://polymarket.com/event/nm-02-house-election-winner,5498.88,1495.79,100,2.5,-1.5,False,False,"Buy on Polymarket (73.5%), fade on Kalshi (76.0%)",one-sided,,,,,,,,,
general,2026-H-NV-04,Elections,NV-04,Nevada,H,kalshi,polymarket,Kalshi: 2026-H-NV-04 Dem win,Polymarket: 2026-H-NV-04 Dem win,HOUSENV4-26-D,37734744071084495350871177726856765634134461816186018873587394886278296213428,0.926,0.885,2026-11-03,https://kalshi.com/markets/housenv4/housenv4-26,https://polymarket.com/event/nv-04-house-election-winner,2799.16,836.33,100,4.1,0.1,True,False,"Buy on Polymarket (88.5%), fade on Kalshi (92.6%)",one-sided,,,,,,,,,
general,2026-H-OH-01,Elections,OH-01,Ohio,H,kalshi,polymarket,Kalshi: 2026-H-OH-01 Dem win,Polymarket: 2026-H-OH-01 Dem win,HOUSEOH1-26-D,54683918395285218242154486097975094247311771681306620842955201199347227560316,0.79,0.74,2026-11-03,https://kalshi.com/markets/houseoh1/houseoh1-26,https://polymarket.com/event/oh-01-house-election-winner,3867.83,1346.31,100,5.0,1.0,True,False,"Buy on Polymarket (74.0%), fade on Kalshi (79.0%)",one-sided,,,,,,,,,
general,2026-H-PA-01,Elections,PA-01,Pennsylvania,H,kalshi,polymarket,Kalshi: 2026-H-PA-01 Dem win,Polymarket: 2026-H-PA-01 Dem win,HOUSEPA1-26-D,90438836256571410927299008367228796312209722771624666597034907143954367060240,0.49,0.49,2026-11-03,https://kalshi.com/markets/housepa1/housepa1-26,https://polymarket.com/event/pa-01-house-election-winner,4753.66,858.45,100,0.0,-4.0,False,False,"Buy on Kalshi (49.0%), fade on Polymarket (49.0%)",one-sided,,,,,,,,,
general,2026-SEN-AL,Elections,AL SEN,Alabama,SEN,kalshi,polymarket,Kalshi: 2026-SEN-AL Dem win,Polymarket: 2026-SEN-AL Dem win,SENATEAL-26-D,77232568388576878990477542833081311975859328857370439688711702313039178600550,0.05,0.055,2026-11-03,https://kalshi.com/markets/senateal/senateal-26,https://polymarket.com/event/alabama-senate-election-winner-154,6314.49,4175.87,100,0.5,-3.5,False,False,"Buy on Kalshi (5.0%), fade on Polymarket (5.5%)",one-sided,,,,,,,,,
general,2026-SEN-AR,Elections,AR SEN,Arkansas,SEN,kalshi,polymarket,Kalshi: 2026-SEN-AR Dem win,Polymarket: 2026-SEN-AR Dem win,SENATEAR-26-D,68370995073141964079913803663665941780115677360430806954011390499916208708512,0.056,0.043,2026-11-03,https://kalshi.com/markets/senatear/senatear-26,https://polymarket.com/event/arkansas-senate-election-winner,3437.35,3108.69,100,1.3,-2.7,False,False,"Buy on Polymarket (4.3%), fade on Kalshi (5.6%)",one-sided,,,,,,,,,
general,2026-SEN-CO,Elections,CO SEN,Colorado,SEN,kalshi,polymarket,Kalshi: 2026-SEN-CO Dem win,Polymarket: 2026-SEN-CO Dem win,SENATECO-26-D,68194463917260305435439145066031544476540679280823247532132832363696000101185,0.93,0.915,2026-11-03,https://kalshi.com/markets/senateco/senateco-26,https://polymarket.com/event/colorado-senate-election-winner,832.72,8467.8,100,1.5,-2.5,False,False,"Buy on Polymarket (91.5%), fade on Kalshi (93.0%)",one-sided,,,,,,,,,
general,2026-SEN-DE,Elections,DE SEN,Delaware,SEN,kalshi,polymarket,Kalshi: 2026-SEN-DE Dem win,Polymarket: 2026-SEN-DE Dem win,SENATEDE-26-D,109467029375682717672947466588331781838347232688418556926634334189471462678711,0.975,0.925,2026-11-03,https://kalshi.com/markets/senatede/senatede-26,https://polymarket.com/event/delaware-senate-election-winner,2152.0,8614.75,100,5.0,1.0,True,False,"Buy on Polymarket (92.5%), fade on Kalshi (97.5%)",one-sided,,,,,,,,,
general,2026-SEN-GA,Elections,GA SEN,Georgia,SEN,kalshi,polymarket,Kalshi: 2026-SEN-GA Dem win,Polymarket: 2026-SEN-GA Dem win,SENATEGA-26-D,21024219148268989748704207701411444044468128261642675917026452687231462203167,0.84,0.86,2026-11-03,https://kalshi.com/markets/senatega/senatega-26,https://polymarket.com/event/georgia-senate-election-winner,147906.8,11566.72,100,2.0,-2.0,False,False,"Buy on Kalshi (84.0%), fade on Polymarket (86.0%)",one-sided,,,,,,,,,
general,2026-SEN-IA,Elections,IA SEN,Iowa,SEN,kalshi,polymarket,Kalshi: 2026-SEN-IA Dem win,Polymarket: 2026-SEN-IA Dem win,SENATEIA-26-D,90689690530039118737607894922148077480097700217322320781526913496162509181445,0.4,0.395,2026-11-03,https://kalshi.com/markets/senateia/senateia-26,https://polymarket.com/event/iowa-senate-election-winner,139558.04,65921.64,100,0.5,-3.5,False,False,"Buy on Polymarket (39.5%), fade on Kalshi (40.0%)",one-sided,,,,,,,,,
general,2026-SEN-ID,Elections,ID SEN,Idaho,SEN,kalshi,polymarket,Kalshi: 2026-SEN-ID Dem win,Polymarket: 2026-SEN-ID Dem win,SENATEID-26-D,106941193163110167696426338043140728938381127310653153528096347878604033727123,0.03,0.065,2026-11-03,https://kalshi.com/markets/senateid/senateid-26,https://polymarket.com/event/idaho-senate-election-winner,32147.67,5230.62,100,3.5,-0.5,False,False,"Buy on Kalshi (3.0%), fade on Polymarket (6.5%)",one-sided,,,,,,,,,
general,2026-SEN-IL,Elections,IL SEN,Illinois,SEN,kalshi,polymarket,Kalshi: 2026-SEN-IL Dem win,Polymarket: 2026-SEN-IL Dem win,SENATEIL-26-D,3015477455071606958014729552697672689898195807324746948280693702257424620276,0.966,0.9465,2026-11-03,https://kalshi.com/markets/senateil/senateil-26,https://polymarket.com/event/illinois-senate-election-winner,1258.0,13003.66,100,1.95,-2.05,False,False,"Buy on Polymarket (94.7%), fade on Kalshi (96.6%)",one-sided,,,,,,,,,
general,2026-SEN-KS,Elections,KS SEN,Kansas,SEN,kalshi,polymarket,Kalshi: 2026-SEN-KS Dem win,Polymarket: 2026-SEN-KS Dem win,SENATEKS-26-D,75079868093228966915894372964099062660587490227046756021175661325867722540666,0.19,0.175,2026-11-03,https://kalshi.com/markets/senateks/senateks-26,https://polymarket.com/event/kansas-senate-election-winner,75892.0,11664.58,100,1.5,-2.5,False,False,"Buy on Polymarket (17.5%), fade on Kalshi (19.0%)",one-sided,,,,,,,,,
general,2026-SEN-LA,Elections,LA SEN,Louisiana,SEN,kalshi,polymarket,Kalshi: 2026-SEN-LA Dem win,Polymarket: 2026-SEN-LA Dem win,SENATELA-26-D,80536528552003281640741026890878925456783654983296822683495274364289350034456,0.07,0.105,2026-11-03,https://kalshi.com/markets/senatela/senatela-26,https://polymarket.com/event/louisiana-senate-election-winner,32356.97,6050.21,100,3.5,-0.5,False,False,"Buy on Kalshi (7.0%), fade on Polymarket (10.5%)",one-sided,,,,,,,,,
general,2026-SEN-MA,Elections,MA SEN,Massachusetts,SEN,kalshi,polymarket,Kalshi: 2026-SEN-MA Dem win,Polymarket: 2026-SEN-MA Dem win,SENATEMA-26-D,37806907368043161074949113436745462734936336037202698916361016094424427186209,0.98,0.955,2026-11-03,https://kalshi.com/markets/senatema/senatema-26,https://polymarket.com/event/massachusetts-senate-election-winner,412.37,8572.85,100,2.5,-1.5,False,False,"Buy on Polymarket (95.5%), fade on Kalshi (98.0%)",one-sided,,,,,,,,,
general,2026-SEN-ME,Elections,ME SEN,Maine,SEN,kalshi,polymarket,Kalshi: 2026-SEN-ME Dem win,Polymarket: 2026-SEN-ME Dem win,SENATEME-26-D,7589880081658059374445882095611024032084645048848237404312287942463647821549,0.58,0.615,2026-11-03,https://kalshi.com/markets/senateme/senateme-26,https://polymarket.com/event/maine-senate-election-winner,787949.81,348652.67,100,3.5,-0.5,False,False,"Buy on Kalshi (58.0%), fade on Polymarket (61.5%)",one-sided,,,,,,,,,
