match_type,race_id,category,label,state,office,platform_a,platform_b,question_a,question_b,market_id_a,market_id_b,implied_prob_a,implied_prob_b,settle_date,url_a,url_b,volume_a,volume_b,fuzzy_score,raw_gap_pp,net_gap_pp,profitable_onesided,suspicious,action,arb_type,guaranteed_return_pct,stake_a_pct,stake_b_pct,stake_a_dollars,stake_b_dollars,profit_dollars,stake_note,candidate,party
general,2026-GOV-AL,Elections,AL GOV,Alabama,GOV,kalshi,predictit,Kalshi: 2026-GOV-AL Dem win,PredictIt: 2026-GOV-AL Dem win,GOVPARTYAL-26-D,,0.12,0.095,2026-11-03,https://kalshi.com/markets/govpartyal/govpartyal-26,https://www.predictit.org/markets/detail/8448,22597.85,,100,2.5,-11.5,False,False,"Buy on Predictit (9.5%), fade on Kalshi (12.0%)",one-sided,,,,,,,,,
general,2026-GOV-AZ,Elections,AZ GOV,Arizona,GOV,kalshi,predictit,Kalshi: 2026-GOV-AZ Dem win,PredictIt: 2026-GOV-AZ Dem win,GOVPARTYAZ-26-D,,0.78,0.755,2026-11-03,https://kalshi.com/markets/govpartyaz/govpartyaz-26,https://www.predictit.org/markets/detail/8211,206471.99,,100,2.5,-11.5,False,False,"Buy on Predictit (75.5%), fade on Kalshi (78.0%)",one-sided,,,,,,,,,
general,2026-GOV-CO,Elections,CO GOV,Colorado,GOV,kalshi,predictit,Kalshi: 2026-GOV-CO Dem win,PredictIt: 2026-GOV-CO Dem win,GOVPARTYCO-26-D,,0.91,0.935,2026-11-03,https://kalshi.com/markets/govpartyco/govpartyco-26,https://www.predictit.org/markets/detail/8460,8452.59,,100,2.5,-11.5,False,False,"Buy on Kalshi (91.0%), fade on Predictit (93.5%)",one-sided,,,,,,,,,
general,2026-GOV-CT,Elections,CT GOV,Connecticut,GOV,kalshi,predictit,Kalshi: 2026-GOV-CT Dem win,PredictIt: 2026-GOV-CT Dem win,GOVPARTYCT-26-D,,0.916,0.955,2026-11-03,https://kalshi.com/markets/govpartyct/govpartyct-26,https://www.predictit.org/markets/detail/8401,1627.76,,100,3.9,-10.1,False,False,"Buy on Kalshi (91.6%), fade on Predictit (95.5%)",one-sided,,,,,,,,,
general,2026-GOV-FL,Elections,FL GOV,Florida,GOV,kalshi,predictit,Kalshi: 2026-GOV-FL Dem win,PredictIt: 2026-GOV-FL Dem win,GOVPARTYFL-26-D,,0.27,0.23,2026-11-03,https://kalshi.com/markets/govpartyfl/govpartyfl-26,https://www.predictit.org/markets/detail/8413,60220.0,,100,4.0,-10.0,False,False,"Buy on Predictit (23.0%), fade on Kalshi (27.0%)",one-sided,,,,,,,,,
general,2026-GOV-GA,Elections,GA GOV,Georgia,GOV,kalshi,predictit,Kalshi: 2026-GOV-GA Dem win,PredictIt: 2026-GOV-GA Dem win,GOVPARTYGA-26-D,,0.47,0.525,2026-11-03,https://kalshi.com/markets/govpartyga/govpartyga-26,https://www.predictit.org/markets/detail/8416,70419.23,,100,5.5,-8.5,False,False,"Buy on Kalshi (47.0%), fade on Predictit (52.5%)",one-sided,,,,,,,,,
general,2026-GOV-IA,Elections,IA GOV,Iowa,GOV,kalshi,predictit,Kalshi: 2026-GOV-IA Dem win,PredictIt: 2026-GOV-IA Dem win,GOVPARTYIA-26-D,,0.63,0.695,2026-11-03,https://kalshi.com/markets/govpartyia/govpartyia-26,https://www.predictit.org/markets/detail/8378,137672.41,,100,6.5,-7.5,False,False,"Buy on Kalshi (63.0%), fade on Predictit (69.5%)",one-sided,,,,,,,,,
general,2026-GOV-MA,Elections,MA GOV,Massachusetts,GOV,kalshi,predictit,Kalshi: 2026-GOV-MA Dem win,PredictIt: 2026-GOV-MA Dem win,GOVPARTYMA-26-D,,0.909,0.945,2026-11-03,https://kalshi.com/markets/govpartyma/govpartyma-26,https://www.predictit.org/markets/detail/8403,24507.86,,100,3.6,-10.4,False,False,"Buy on Kalshi (90.9%), fade on Predictit (94.5%)",one-sided,,,,,,,,,
general,2026-GOV-MD,Elections,MD GOV,Maryland,GOV,kalshi,predictit,Kalshi: 2026-GOV-MD Dem win,PredictIt: 2026-GOV-MD Dem win,GOVPARTYMD-26-D,,0.908,0.98,2026-11-03,https://kalshi.com/markets/govpartymd/govpartymd-26,https://www.predictit.org/markets/detail/8410,2811.68,,100,7.2,-6.8,False,False,"Buy on Kalshi (90.8%), fade on Predictit (98.0%)",one-sided,,,,,,,,,
general,2026-GOV-MI,Elections,MI GOV,Michigan,GOV,kalshi,predictit,Kalshi: 2026-GOV-MI Dem win,PredictIt: 2026-GOV-MI Dem win,GOVPARTYMI-26-D,,0.8,0.795,2026-11-03,https://kalshi.com/markets/govpartymi/govpartymi-26,https://www.predictit.org/markets/detail/8212,60466.48,,100,0.5,-13.5,False,False,"Buy on Predictit (79.5%), fade on Kalshi (80.0%)",one-sided,,,,,,,,,
general,2026-GOV-MN,Elections,MN GOV,Minnesota,GOV,kalshi,predictit,Kalshi: 2026-GOV-MN Dem win,PredictIt: 2026-GOV-MN Dem win,GOVPARTYMN-26-D,,0.903,0.915,2026-11-03,https://kalshi.com/markets/govpartymn/govpartymn-26,https://www.predictit.org/markets/detail/8297,103781.27,,100,1.2,-12.8,False,False,"Buy on Kalshi (90.3%), fade on Predictit (91.5%)",one-sided,,,,,,,,,
general,2026-GOV-NM,Elections,NM GOV,New Mexico,GOV,kalshi,predictit,Kalshi: 2026-GOV-NM Dem win,PredictIt: 2026-GOV-NM Dem win,GOVPARTYNM-26-D,,0.86,0.93,2026-11-03,https://kalshi.com/markets/govpartynm/govpartynm-26,https://www.predictit.org/markets/detail/8474,12223.1,,100,7.0,-7.0,False,False,"Buy on Kalshi (86.0%), fade on Predictit (93.0%)",one-sided,,,,,,,,,
general,2026-GOV-NV,Elections,NV GOV,Nevada,GOV,kalshi,predictit,Kalshi: 2026-GOV-NV Dem win,PredictIt: 2026-GOV-NV Dem win,GOVPARTYNV-26-D,,0.62,0.6,2026-11-03,https://kalshi.com/markets/govpartynv/govpartynv-26,https://www.predictit.org/markets/detail/8419,75894.85,,100,2.0,-12.0,False,False,"Buy on Predictit (60.0%), fade on Kalshi (62.0%)",one-sided,,,,,,,,,
general,2026-GOV-NY,Elections,NY GOV,New York,GOV,kalshi,predictit,Kalshi: 2026-GOV-NY Dem win,PredictIt: 2026-GOV-NY Dem win,GOVPARTYNY-26-D,,0.904,0.945,2026-11-03,https://kalshi.com/markets/govpartyny/govpartyny-26,https://www.predictit.org/markets/detail/8215,132363.85,,100,4.1,-9.9,False,False,"Buy on Kalshi (90.4%), fade on Predictit (94.5%)",one-sided,,,,,,,,,
general,2026-GOV-OH,Elections,OH GOV,Ohio,GOV,kalshi,predictit,Kalshi: 2026-GOV-OH Dem win,PredictIt: 2026-GOV-OH Dem win,GOVPARTYOH-26-D,,0.46,0.52,2026-11-03,https://kalshi.com/markets/govpartyoh/govpartyoh-26,https://www.predictit.org/markets/detail/8441,200774.92,,100,6.0,-8.0,False,False,"Buy on Kalshi (46.0%), fade on Predictit (52.0%)",one-sided,,,,,,,,,
general,2026-GOV-PA,Elections,PA GOV,Pennsylvania,GOV,kalshi,predictit,Kalshi: 2026-GOV-PA Dem win,PredictIt: 2026-GOV-PA Dem win,KXGOVPARTYAK-26-D,,0.39,0.925,2026-11-03,https://kalshi.com/markets/kxgovpartyak/kxgovpartyak-26,https://www.predictit.org/markets/detail/8412,37101.65,,100,53.5,39.5,True,True,"Buy on Kalshi (39.0%), fade on Predictit (92.5%)",one-sided,,,,,,,,,
general,2026-GOV-RI,Elections,RI GOV,Rhode Island,GOV,kalshi,predictit,Kalshi: 2026-GOV-RI Dem win,PredictIt: 2026-GOV-RI Dem win,GOVPARTYRI-26-D,,0.89,0.905,2026-11-03,https://kalshi.com/markets/govpartyri/govpartyri-26,https://www.predictit.org/markets/detail/8404,7291.51,,100,1.5,-12.5,False,False,"Buy on Kalshi (89.0%), fade on Predictit (90.5%)",one-sided,,,,,,,,,
general,2026-GOV-TX,Elections,TX GOV,Texas,GOV,kalshi,predictit,Kalshi: 2026-GOV-TX Dem win,PredictIt: 2026-GOV-TX Dem win,GOVPARTYTX-26-D,,0.12,0.1,2026-11-03,https://kalshi.com/markets/govpartytx/govpartytx-26,https://www.predictit.org/markets/detail/8418,91057.51,,100,2.0,-12.0,False,False,"Buy on Predictit (10.0%), fade on Kalshi (12.0%)",one-sided,,,,,,,,,
general,2026-GOV-VT,Elections,VT GOV,Vermont,GOV,kalshi,predictit,Kalshi: 2026-GOV-VT Dem win,PredictIt: 2026-GOV-VT Dem win,GOVPARTYVT-26-D,,0.093,0.15,2026-11-03,https://kalshi.com/markets/govpartyvt/govpartyvt-26,https://www.predictit.org/markets/detail/8402,8548.64,,100,5.7,-8.3,False,False,"Buy on Kalshi (9.3%), fade on Predictit (15.0%)",one-sided,,,,,,,,,
general,2026-GOV-WI,Elections,WI GOV,Wisconsin,GOV,kalshi,predictit,Kalshi: 2026-GOV-WI Dem win,PredictIt: 2026-GOV-WI Dem win,GOVPARTYWI-26-D,,0.76,0.79,2026-11-03,https://kalshi.com/markets/govpartywi/govpartywi-26,https://www.predictit.org/markets/detail/8213,25072.82,,100,3.0,-11.0,False,False,"Buy on Kalshi (76.0%), fade on Predictit (79.0%)",one-sided,,,,,,,,,
general,2026-SEN-AK,Elections,AK SEN,Alaska,SEN,kalshi,predictit,Kalshi: 2026-SEN-AK Dem win,PredictIt: 2026-SEN-AK Dem win,SENATEAK-26-D,,0.61,0.58,2026-11-03,https://kalshi.com/markets/senateak/senateak-26,https://www.predictit.org/markets/detail/8271,169448.25,,100,3.0,-11.0,False,False,"Buy on Predictit (58.0%), fade on Kalshi (61.0%)",one-sided,,,,,,,,,
general,2026-SEN-AL,Elections,AL SEN,Alabama,SEN,kalshi,predictit,Kalshi: 2026-SEN-AL Dem win,PredictIt: 2026-SEN-AL Dem win,SENATEAL-26-D,,0.05,0.02,2026-11-03,https://kalshi.com/markets/senateal/senateal-26,https://www.predictit.org/markets/detail/8384,6314.49,,100,3.0,-11.0,False,False,"Buy on Predictit (2.0%), fade on Kalshi (5.0%)",one-sided,,,,,,,,,
general,2026-SEN-AR,Elections,AR SEN,Arkansas,SEN,kalshi,predictit,Kalshi: 2026-SEN-AR Dem win,PredictIt: 2026-SEN-AR Dem win,SENATEAR-26-D,,0.056,0.085,2026-11-03,https://kalshi.com/markets/senatear/senatear-26,https://www.predictit.org/markets/detail/8390,3437.35,,100,2.9,-11.1,False,False,"Buy on Kalshi (5.6%), fade on Predictit (8.5%)",one-sided,,,,,,,,,
general,2026-SEN-CO,Elections,CO SEN,Colorado,SEN,kalshi,predictit,Kalshi: 2026-SEN-CO Dem win,PredictIt: 2026-SEN-CO Dem win,SENATECO-26-D,,0.93,0.965,2026-11-03,https://kalshi.com/markets/senateco/senateco-26,https://www.predictit.org/markets/detail/8398,832.72,,100,3.5,-10.5,False,False,"Buy on Kalshi (93.0%), fade on Predictit (96.5%)",one-sided,,,,,,,,,
general,2026-SEN-DE,Elections,DE SEN,Delaware,SEN,kalshi,predictit,Kalshi: 2026-SEN-DE Dem win,PredictIt: 2026-SEN-DE Dem win,SENATEDE-26-D,,0.975,0.96,2026-11-03,https://kalshi.com/markets/senatede/senatede-26,https://www.predictit.org/markets/detail/8407,2152.0,,100,1.5,-12.5,False,False,"Buy on Predictit (96.0%), fade on Kalshi (97.5%)",one-sided,,,,,,,,,
general,2026-SEN-GA,Elections,GA SEN,Georgia,SEN,kalshi,predictit,Kalshi: 2026-SEN-GA Dem win,PredictIt: 2026-SEN-GA Dem win,SENATEGA-26-D,,0.84,0.825,2026-11-03,https://kalshi.com/markets/senatega/senatega-26,https://www.predictit.org/markets/detail/8156,147906.8,,100,1.5,-12.5,False,False,"Buy on Predictit (82.5%), fade on Kalshi (84.0%)",one-sided,,,,,,,,,
general,2026-SEN-IA,Elections,IA SEN,Iowa,SEN,kalshi,predictit,Kalshi: 2026-SEN-IA Dem win,PredictIt: 2026-SEN-IA Dem win,SENATEIA-26-D,,0.4,0.39,2026-11-03,https://kalshi.com/markets/senateia/senateia-26,https://www.predictit.org/markets/detail/8274,139558.04,,100,1.0,-13.0,False,False,"Buy on Predictit (39.0%), fade on Kalshi (40.0%)",one-sided,,,,,,,,,
general,2026-SEN-ID,Elections,ID SEN,Idaho,SEN,kalshi,predictit,Kalshi: 2026-SEN-ID Dem win,PredictIt: 2026-SEN-ID Dem win,SENATEID-26-D,,0.03,0.03,2026-11-03,https://kalshi.com/markets/senateid/senateid-26,https://www.predictit.org/markets/detail/8400,32147.67,,100,0.0,-14.0,False,False,"Buy on Kalshi (3.0%), fade on Predictit (3.0%)",one-sided,,,,,,,,,
general,2026-SEN-IL,Elections,IL SEN,Illinois,SEN,kalshi,predictit,Kalshi: 2026-SEN-IL Dem win,PredictIt: 2026-SEN-IL Dem win,SENATEIL-26-D,,0.966,0.965,2026-11-03,https://kalshi.com/markets/senateil/senateil-26,https://www.predictit.org/markets/detail/8392,1258.0,,100,0.1,-13.9,False,False,"Buy on Predictit (96.5%), fade on Kalshi (96.6%)",one-sided,,,,,,,,,
general,2026-SEN-KS,Elections,KS SEN,Kansas,SEN,kalshi,predictit,Kalshi: 2026-SEN-KS Dem win,PredictIt: 2026-SEN-KS Dem win,SENATEKS-26-D,,0.19,0.22,2026-11-03,https://kalshi.com/markets/senateks/senateks-26,https://www.predictit.org/markets/detail/8396,75892.0,,100,3.0,-11.0,False,False,"Buy on Kalshi (19.0%), fade on Predictit (22.0%)",one-sided,,,,,,,,,
general,2026-SEN-LA,Elections,LA SEN,Louisiana,SEN,kalshi,predictit,Kalshi: 2026-SEN-LA Dem win,PredictIt: 2026-SEN-LA Dem win,SENATELA-26-D,,0.07,0.065,2026-11-03,https://kalshi.com/markets/senatela/senatela-26,https://www.predictit.org/markets/detail/8389,32356.97,,100,0.5,-13.5,False,False,"Buy on Predictit (6.5%), fade on Kalshi (7.0%)",one-sided,,,,,,,,,
general,2026-SEN-MA,Elections,MA SEN,Massachusetts,SEN,kalshi,predictit,Kalshi: 2026-SEN-MA Dem win,PredictIt: 2026-SEN-MA Dem win,SENATEMA-26-D,,0.98,0.965,2026-11-03,https://kalshi.com/markets/senatema/senatema-26,https://www.predictit.org/markets/detail/8381,412.37,,100,1.5,-12.5,False,False,"Buy on Predictit (96.5%), fade on Kalshi (98.0%)",one-sided,,,,,,,,,
general,2026-SEN-ME,Elections,ME SEN,Maine,SEN,kalshi,predictit,Kalshi: 2026-SEN-ME Dem win,PredictIt: 2026-SEN-ME Dem win,SENATEME-26-D,,0.58,0.525,2026-11-03,https://kalshi.com/markets/senateme/senateme-26,https://www.predictit.org/markets/detail/8159,787949.81,,100,5.5,-8.5,False,False,"Buy on Predictit (52.5%), fade on Kalshi (58.0%)",one-sided,,,,,,,,,
general,2026-SEN-MI,Elections,MI SEN,Michigan,SEN,kalshi,predictit,Kalshi: 2026-SEN-MI Dem win,PredictIt: 2026-SEN-MI Dem win,SENATEMI-26-D,,0.73,0.68,2026-11-03,https://kalshi.com/markets/senatemi/senatemi-26,https://www.predictit.org/markets/detail/8158,62559.32,,100,5.0,-9.0,False,False,"Buy on Predictit (68.0%), fade on Kalshi (73.0%)",one-sided,,,,,,,,,
general,2026-SEN-MS,Elections,MS SEN,Mississippi,SEN,kalshi,predictit,Kalshi: 2026-SEN-MS Dem win,PredictIt: 2026-SEN-MS Dem win,SENATEMS-26-D,,0.1,0.085,2026-11-03,https://kalshi.com/markets/senatems/senatems-26,https://www.predictit.org/markets/detail/8388,32944.99,,100,1.5,-12.5,False,False,"Buy on Predictit (8.5%), fade on Kalshi (10.0%)",one-sided,,,,,,,,,
general,2026-SEN-MT,Elections,MT SEN,Montana,SEN,kalshi,predictit,Kalshi: 2026-SEN-MT Dem win,PredictIt: 2026-SEN-MT Dem win,SENATEMT-26-D,,0.037,0.02,2026-11-03,https://kalshi.com/markets/senatemt/senatemt-26,https://www.predictit.org/markets/detail/8377,40512.12,,100,1.7,-12.3,False,False,"Buy on Predictit (2.0%), fade on Kalshi (3.7%)",one-sided,,,,,,,,,
general,2026-SEN-NC,Elections,NC SEN,North Carolina,SEN,kalshi,predictit,Kalshi: 2026-SEN-NC Dem win,PredictIt: 2026-SEN-NC Dem win,SENATENC-26-D,,0.87,0.83,2026-11-03,https://kalshi.com/markets/senatenc/senatenc-26,https://www.predictit.org/markets/detail/8160,154539.95,,100,4.0,-10.0,False,False,"Buy on Predictit (83.0%), fade on Kalshi (87.0%)",one-sided,,,,,,,,,
general,2026-SEN-NH,Elections,NH SEN,New Hampshire,SEN,kalshi,predictit,Kalshi: 2026-SEN-NH Dem win,PredictIt: 2026-SEN-NH Dem win,SENATENH-26-D,,0.86,0.795,2026-11-03,https://kalshi.com/markets/senatenh/senatenh-26,https://www.predictit.org/markets/detail/8161,52018.14,,100,6.5,-7.5,False,False,"Buy on Predictit (79.5%), fade on Kalshi (86.0%)",one-sided,,,,,,,,,
general,2026-SEN-NJ,Elections,NJ SEN,New Jersey,SEN,kalshi,predictit,Kalshi: 2026-SEN-NJ Dem win,PredictIt: 2026-SEN-NJ Dem win,SENATENJ-26-D,,0.955,0.91,2026-11-03,https://kalshi.com/markets/senatenj/senatenj-26,https://www.predictit.org/markets/detail/8383,8013.36,,100,4.5,-9.5,False,False,"Buy on Predictit (91.0%), fade on Kalshi (95.5%)",one-sided,,,,,,,,,
general,2026-SEN-NM,Elections,NM SEN,New Mexico,SEN,kalshi,predictit,Kalshi: 2026-SEN-NM Dem win,PredictIt: 2026-SEN-NM Dem win,SENATENM-26-D,,0.975,0.97,2026-11-03,https://kalshi.com/markets/senatenm/senatenm-26,https://www.predictit.org/markets/detail/8397,14601.89,,100,0.5,-13.5,False,False,"Buy on Predictit (97.0%), fade on Kalshi (97.5%)",one-sided,,,,,,,,,
general,2026-SEN-OK,Elections,OK SEN,Oklahoma,SEN,kalshi,predictit,Kalshi: 2026-SEN-OK Dem win,PredictIt: 2026-SEN-OK Dem win,SENATEOK-26-D,,0.045,0.055,2026-11-03,https://kalshi.com/markets/senateok/senateok-26,https://www.predictit.org/markets/detail/8391,4181.67,,100,1.0,-13.0,False,False,"Buy on Kalshi (4.5%), fade on Predictit (5.5%)",one-sided,,,,,,,,,
general,2026-SEN-OR,Elections,OR SEN,Oregon,SEN,kalshi,predictit,Kalshi: 2026-SEN-OR Dem win,PredictIt: 2026-SEN-OR Dem win,SENATEOR-26-D,,0.958,0.96,2026-11-03,https://kalshi.com/markets/senateor/senateor-26,https://www.predictit.org/markets/detail/8395,1824.06,,100,0.2,-13.8,False,False,"Buy on Kalshi (95.8%), fade on Predictit (96.0%)",one-sided,,,,,,,,,
general,2026-SEN-RI,Elections,RI SEN,Rhode Island,SEN,kalshi,predictit,Kalshi: 2026-SEN-RI Dem win,PredictIt: 2026-SEN-RI Dem win,SENATERI-26-D,,0.97,0.965,2026-11-03,https://kalshi.com/markets/senateri/senateri-26,https://www.predictit.org/markets/detail/8382,8340.08,,100,0.5,-13.5,False,False,"Buy on Predictit (96.5%), fade on Kalshi (97.0%)",one-sided,,,,,,,,,
general,2026-SEN-SC,Elections,SC SEN,South Carolina,SEN,kalshi,predictit,Kalshi: 2026-SEN-SC Dem win,PredictIt: 2026-SEN-SC Dem win,SENATESC-26-D,,0.12,0.16,2026-11-03,https://kalshi.com/markets/senatesc/senatesc-26,https://www.predictit.org/markets/detail/8375,111252.07,,100,4.0,-10.0,False,False,"Buy on Kalshi (12.0%), fade on Predictit (16.0%)",one-sided,,,,,,,,,
general,2026-SEN-SD,Elections,SD SEN,South Dakota,SEN,kalshi,predictit,Kalshi: 2026-SEN-SD Dem win,PredictIt: 2026-SEN-SD Dem win,SENATESD-26-D,,0.076,0.06,2026-11-03,https://kalshi.com/markets/senatesd/senatesd-26,https://www.predictit.org/markets/detail/8376,3183.11,,100,1.6,-12.4,False,False,"Buy on Predictit (6.0%), fade on Kalshi (7.6%)",one-sided,,,,,,,,,
general,2026-SEN-TN,Elections,TN SEN,Tennessee,SEN,kalshi,predictit,Kalshi: 2026-SEN-TN Dem win,PredictIt: 2026-SEN-TN Dem win,SENATETN-26-D,,0.06,0.07,2026-11-03,https://kalshi.com/markets/senatetn/senatetn-26,https://www.predictit.org/markets/detail/8385,26872.91,,100,1.0,-13.0,False,False,"Buy on Kalshi (6.0%), fade on Predictit (7.0%)",one-sided,,,,,,,,,
general,2026-SEN-VA,Elections,VA SEN,Virginia,SEN,kalshi,predictit,Kalshi: 2026-SEN-VA Dem win,PredictIt: 2026-SEN-VA Dem win,SENATEVA-26-D,,0.957,0.96,2026-11-03,https://kalshi.com/markets/senateva/senateva-26,https://www.predictit.org/markets/detail/8174,13035.0,,100,0.3,-13.7,False,False,"Buy on Kalshi (95.7%), fade on Predictit (96.0%)",one-sided,,,,,,,,,
general,2026-SEN-WV,Elections,WV SEN,West Virginia,SEN,kalshi,predictit,Kalshi: 2026-SEN-WV Dem win,PredictIt: 2026-SEN-WV Dem win,SENATEWV-26-D,,0.085,0.05,2026-11-03,https://kalshi.com/markets/senatewv/senatewv-26,https://www.predictit.org/markets/detail/8387,10181.61,,100,3.5,-10.5,False,False,"Buy on Predictit (5.0%), fade on Kalshi (8.5%)",one-sided,,,,,,,,,
general,2026-SEN-WY,Elections,WY SEN,Wyoming,SEN,kalshi,predictit,Kalshi: 2026-SEN-WY Dem win,PredictIt: 2026-SEN-WY Dem win,SENATEWY-26-D,,0.029,0.03,2026-11-03,https://kalshi.com/markets/senatewy/senatewy-26,https://www.predictit.org/markets/detail/8399,2836.0,,100,0.1,-13.9,False,False,"Buy on Kalshi (2.9%), fade on Predictit (3.0%)",one-sided,,,,,,,,,
general,2026-GOV-AL,Elections,AL GOV,Alabama,GOV,kalshi,polymarket,Kalshi: 2026-GOV-AL Dem win,Polymarket: 2026-GOV-AL Dem win,GOVPARTYAL-26-D,66799540193763442273153807390120946960260027428359861674134091731050086258652,0.12,0.075,2026-11-03,https://kalshi.com/markets/govpartyal/govpartyal-26,https://polymarket.com/event/alabama-governor-winner-2026,22597.85,2951.3,100,4.5,0.5,True,False,"Buy on Polymarket (7.5%), fade on Kalshi (12.0%)",one-sided,,,,,,,,,
general,2026-GOV-AR,Elections,AR GOV,Arkansas,GOV,kalshi,polymarket,Kalshi: 2026-GOV-AR Dem win,Polymarket: 2026-GOV-AR Dem win,GOVPARTYAR-26-D,40899822988489523883534886021948522261134770684960257613447444387617827489093,0.053,0.0535,2026-11-03,https://kalshi.com/markets/govpartyar/govpartyar-26,https://polymarket.com/event/arkansas-governor-winner-2026,664.95,1257.92,100,0.05,-3.95,False,False,"Buy on Kalshi (5.3%), fade on Polymarket (5.3%)",one-sided,,,,,,,,,
general,2026-GOV-AZ,Elections,AZ GOV,Arizona,GOV,kalshi,polymarket,Kalshi: 2026-GOV-AZ Dem win,Polymarket: 2026-GOV-AZ Dem win,GOVPARTYAZ-26-D,48368039124533504674394545622809320495392482760644292167644042386014017726777,0.78,0.765,2026-11-03,https://kalshi.com/markets/govpartyaz/govpartyaz-26,https://polymarket.com/event/arizona-governor-winner-2026,206471.99,24307.66,100,1.5,-2.5,False,False,"Buy on Polymarket (76.5%), fade on Kalshi (78.0%)",one-sided,,,,,,,,,
general,2026-GOV-CO,Elections,CO GOV,Colorado,GOV,kalshi,polymarket,Kalshi: 2026-GOV-CO Dem win,Polymarket: 2026-GOV-CO Dem win,GOVPARTYCO-26-D,13561110222018578357785114619723468880952494576477687978085608584743809891728,0.91,0.9195,2026-11-03,https://kalshi.com/markets/govpartyco/govpartyco-26,https://polymarket.com/event/colorado-governor-winner-2026,8452.59,6729.79,100,0.95,-3.05,False,False,"Buy on Kalshi (91.0%), fade on Polymarket (92.0%)",one-sided,,,,,,,,,
general,2026-GOV-CT,Elections,CT GOV,Connecticut,GOV,kalshi,polymarket,Kalshi: 2026-GOV-CT Dem win,Polymarket: 2026-GOV-CT Dem win,GOVPARTYCT-26-D,94716743709853585469973889676994451123824166409123282527490222914006156870020,0.916,0.91,2026-11-03,https://kalshi.com/markets/govpartyct/govpartyct-26,https://polymarket.com/event/connecticut-governor-winner-2026,1627.76,1939.83,100,0.6,-3.4,False,False,"Buy on Polymarket (91.0%), fade on Kalshi (91.6%)",one-sided,,,,,,,,,
general,2026-GOV-FL,Elections,FL GOV,Florida,GOV,kalshi,polymarket,Kalshi: 2026-GOV-FL Dem win,Polymarket: 2026-GOV-FL Dem win,GOVPARTYFL-26-D,45666577334498374671436529469006420565255125221309505855441517627481607414492,0.27,0.225,2026-11-03,https://kalshi.com/markets/govpartyfl/govpartyfl-26,https://polymarket.com/event/florida-governor-winner-2026,60220.0,14243.86,100,4.5,0.5,True,False,"Buy on Polymarket (22.5%), fade on Kalshi (27.0%)",one-sided,,,,,,,,,
general,2026-GOV-GA,Elections,GA GOV,Georgia,GOV,kalshi,polymarket,Kalshi: 2026-GOV-GA Dem win,Polymarket: 2026-GOV-GA Dem win,GOVPARTYGA-26-D,59980150909931986777748227027020522224275707387562276219060223816867188565245,0.47,0.54,2026-11-03,https://kalshi.com/markets/govpartyga/govpartyga-26,https://polymarket.com/event/georgia-governor-winner-2026,70419.23,22796.93,100,7.0,3.0,True,False,"Buy on Kalshi (47.0%), fade on Polymarket (54.0%)",guaranteed,3.0,50.5,49.5,50.47,49.53,3.0,Buy Dem on A (50.5% of bankroll) + Buy Rep on B (49.5%),,
general,2026-GOV-HI,Elections,HI GOV,Hawaii,GOV,kalshi,polymarket,Kalshi: 2026-GOV-HI Dem win,Polymarket: 2026-GOV-HI Dem win,GOVPARTYHI-26-D,110136962687751258520353298894226275160632723246908859759371791290370868364654,0.92,0.925,2026-11-03,https://kalshi.com/markets/govpartyhi/govpartyhi-26,https://polymarket.com/event/hawaii-governor-winner-2026,5576.04,3008.94,100,0.5,-3.5,False,False,"Buy on Kalshi (92.0%), fade on Polymarket (92.5%)",one-sided,,,,,,,,,
general,2026-GOV-IA,Elections,IA GOV,Iowa,GOV,kalshi,polymarket,Kalshi: 2026-GOV-IA Dem win,Polymarket: 2026-GOV-IA Dem win,GOVPARTYIA-26-D,45621938709469399887344165091123819127263258871102896783851049824656362940868,0.63,0.67,2026-11-03,https://kalshi.com/markets/govpartyia/govpartyia-26,https://polymarket.com/event/iowa-governor-winner-2026,137672.41,20094.7,100,4.0,0.0,True,False,"Buy on Kalshi (63.0%), fade on Polymarket (67.0%)",guaranteed,0.0,64.4,35.6,64.42,35.58,0.0,Buy Dem on A (64.4% of bankroll) + Buy Rep on B (35.6%),,
general,2026-GOV-ID,Elections,ID GOV,Idaho,GOV,kalshi,polymarket,Kalshi: 2026-GOV-ID Dem win,Polymarket: 2026-GOV-ID Dem win,GOVPARTYID-26-D,33422454484664318134839474897555797731651253833609657227452504228201243908837,0.052,0.0325,2026-11-03,https://kalshi.com/markets/govpartyid/govpartyid-26,https://polymarket.com/event/idaho-governor-winner-2026,1097.55,3518.21,100,1.95,-2.05,False,False,"Buy on Polymarket (3.2%), fade on Kalshi (5.2%)",one-sided,,,,,,,,,
general,2026-GOV-IL,Elections,IL GOV,Illinois,GOV,kalshi,polymarket,Kalshi: 2026-GOV-IL Dem win,Polymarket: 2026-GOV-IL Dem win,GOVPARTYIL-26-D,23435178151774440115423538812688705649247609803850018642847000556068202005554,0.921,0.915,2026-11-03,https://kalshi.com/markets/govpartyil/govpartyil-26,https://polymarket.com/event/illinois-governor-winner-2026,8585.17,2096.36,100,0.6,-3.4,False,False,"Buy on Polymarket (91.5%), fade on Kalshi (92.1%)",one-sided,,,,,,,,,
